Date,Singapore Dollar to Chinese Yuan
Sunday 27 May 2018,4.7499
Saturday 26 May 2018,4.762
Friday 25 May 2018,4.761
Thursday 24 May 2018,4.7618
Wednesday 23 May 2018,4.7553
Tuesday 22 May 2018,4.7554
Monday 21 May 2018,4.7657
Sunday 20 May 2018,4.7544
Saturday 19 May 2018,4.75
Friday 18 May 2018,4.7497
Thursday 17 May 2018,4.7426
Wednesday 16 May 2018,4.7558
Tuesday 15 May 2018,4.741
Monday 14 May 2018,4.744
Sunday 13 May 2018,4.7547
Saturday 12 May 2018,4.7399
Friday 11 May 2018,4.733
Thursday 10 May 2018,4.7472
Wednesday 9 May 2018,4.7256
Tuesday 8 May 2018,4.7523
Monday 7 May 2018,4.7662
Sunday 6 May 2018,4.7669
Saturday 5 May 2018,4.7666
Friday 4 May 2018,4.7668
Thursday 3 May 2018,4.7743
Wednesday 2 May 2018,4.7634
Tuesday 1 May 2018,4.7579
Monday 30 April 2018,4.7764
Sunday 29 April 2018,4.7864
Saturday 28 April 2018,4.7842
Friday 27 April 2018,4.7842
Thursday 26 April 2018,4.7728
Wednesday 25 April 2018,4.7621
Tuesday 24 April 2018,4.7688
Monday 23 April 2018,4.768
Sunday 22 April 2018,4.7857
Saturday 21 April 2018,4.7814
Friday 20 April 2018,4.7825
Thursday 19 April 2018,4.7867
Wednesday 18 April 2018,4.7904
Tuesday 17 April 2018,4.7908
Monday 16 April 2018,4.7901
Sunday 15 April 2018,4.7819
Saturday 14 April 2018,4.7832
Friday 13 April 2018,4.7832
Thursday 12 April 2018,4.7924
Wednesday 11 April 2018,4.7868
Tuesday 10 April 2018,4.7985
Monday 9 April 2018,4.8095
Sunday 8 April 2018,4.7923
Saturday 7 April 2018,4.7905
Friday 6 April 2018,4.7909
Thursday 5 April 2018,4.7914
Wednesday 4 April 2018,4.8062
Tuesday 3 April 2018,4.796
Monday 2 April 2018,4.7817
Sunday 1 April 2018,4.7916
Saturday 31 March 2018,4.7976
Friday 30 March 2018,4.797
Thursday 29 March 2018,4.7962
Wednesday 28 March 2018,4.7975
Tuesday 27 March 2018,4.7949
Monday 26 March 2018,4.7915
Sunday 25 March 2018,4.8048
Saturday 24 March 2018,4.7988
Friday 23 March 2018,4.7975
Thursday 22 March 2018,4.8135
Wednesday 21 March 2018,4.8175
Tuesday 20 March 2018,4.8017
Monday 19 March 2018,4.8103
Sunday 18 March 2018,4.8099
Saturday 17 March 2018,4.8053
Friday 16 March 2018,4.8053
Thursday 15 March 2018,4.8102
Wednesday 14 March 2018,4.8265
Tuesday 13 March 2018,4.8191
Monday 12 March 2018,4.8234
Sunday 11 March 2018,4.8097
Saturday 10 March 2018,4.8089
Friday 9 March 2018,4.8089
Thursday 8 March 2018,4.8135
Wednesday 7 March 2018,4.8129
Tuesday 6 March 2018,4.7861
Monday 5 March 2018,4.8167
Sunday 4 March 2018,4.8112
Saturday 3 March 2018,4.8107
Friday 2 March 2018,4.8103
Thursday 1 March 2018,4.8099
Wednesday 28 February 2018,4.7767
Tuesday 27 February 2018,4.7722
Monday 26 February 2018,4.7976
Sunday 25 February 2018,4.8143
Saturday 24 February 2018,4.8006
Friday 23 February 2018,4.7999
Thursday 22 February 2018,4.8139
Wednesday 21 February 2018,4.7942
Tuesday 20 February 2018,4.8098
Monday 19 February 2018,4.8296
Sunday 18 February 2018,4.8345
Saturday 17 February 2018,4.8374
Friday 16 February 2018,4.838
Thursday 15 February 2018,4.852
Wednesday 14 February 2018,4.8319
Tuesday 13 February 2018,4.7927
Monday 12 February 2018,4.7828
Sunday 11 February 2018,4.7333
Saturday 10 February 2018,4.7309
Friday 9 February 2018,4.7356
Thursday 8 February 2018,4.7537
Wednesday 7 February 2018,4.7306
Tuesday 6 February 2018,4.765
Monday 5 February 2018,4.7582
Sunday 4 February 2018,4.7749
Saturday 3 February 2018,4.7777
Friday 2 February 2018,4.777
Thursday 1 February 2018,4.8153
Wednesday 31 January 2018,4.793
Tuesday 30 January 2018,4.8208
Monday 29 January 2018,4.8369
Sunday 28 January 2018,4.8341
Saturday 27 January 2018,4.8307
Friday 26 January 2018,4.8307
Thursday 25 January 2018,4.8226
Wednesday 24 January 2018,4.8679
Tuesday 23 January 2018,4.8645
Monday 22 January 2018,4.8533
Sunday 21 January 2018,4.8373
Saturday 20 January 2018,4.8508
Friday 19 January 2018,4.8512
Thursday 18 January 2018,4.8634
Wednesday 17 January 2018,4.8511
Tuesday 16 January 2018,4.882
Monday 15 January 2018,4.8697
Sunday 14 January 2018,4.8718
Saturday 13 January 2018,4.8764
Friday 12 January 2018,4.8683
Thursday 11 January 2018,4.8841
Wednesday 10 January 2018,4.8783
Tuesday 9 January 2018,4.8859
Monday 8 January 2018,4.8778
Sunday 7 January 2018,4.9015
Saturday 6 January 2018,4.8908
Friday 5 January 2018,4.8908
Thursday 4 January 2018,4.8916
Wednesday 3 January 2018,4.8909
Tuesday 2 January 2018,4.887
Monday 1 January 2018,4.8752
Sunday 31 December 2017,4.8789
Saturday 30 December 2017,4.8632
Friday 29 December 2017,4.8625
Thursday 28 December 2017,4.8826
Wednesday 27 December 2017,4.8918
Tuesday 26 December 2017,4.8724
Monday 25 December 2017,4.8887
Sunday 24 December 2017,4.8956
Saturday 23 December 2017,4.8949
Friday 22 December 2017,4.8921
Thursday 21 December 2017,4.8988
Wednesday 20 December 2017,4.8974
Tuesday 19 December 2017,4.9038
Monday 18 December 2017,4.9073
Sunday 17 December 2017,4.9016
Saturday 16 December 2017,4.9026
Friday 15 December 2017,4.9026
Thursday 14 December 2017,4.9092
Wednesday 13 December 2017,4.9116
Tuesday 12 December 2017,4.8953
Monday 11 December 2017,4.8987
Sunday 10 December 2017,4.8927
Saturday 9 December 2017,4.8915
Friday 8 December 2017,4.8925
Thursday 7 December 2017,4.897
Wednesday 6 December 2017,4.9037
Tuesday 5 December 2017,4.9139
Monday 4 December 2017,4.9122
Sunday 3 December 2017,4.9171
Saturday 2 December 2017,4.9129
Friday 1 December 2017,4.9115
Thursday 30 November 2017,4.9037
Wednesday 29 November 2017,4.9062
Tuesday 28 November 2017,4.9101
Monday 27 November 2017,4.8981
Sunday 26 November 2017,4.8559
Saturday 25 November 2017,4.9079
Friday 24 November 2017,4.9067
Thursday 23 November 2017,4.8935
Wednesday 22 November 2017,4.9067
Tuesday 21 November 2017,4.8955
Monday 20 November 2017,4.8889
Sunday 19 November 2017,4.9052
Saturday 18 November 2017,4.8863
Friday 17 November 2017,4.8871
Thursday 16 November 2017,4.8879
Wednesday 15 November 2017,4.8808
Tuesday 14 November 2017,4.8827
Monday 13 November 2017,4.8759
Sunday 12 November 2017,4.8807
Saturday 11 November 2017,4.8807
Friday 10 November 2017,4.8807
Thursday 9 November 2017,4.8869
Wednesday 8 November 2017,4.8658
Tuesday 7 November 2017,4.8716
Monday 6 November 2017,4.8698
Sunday 5 November 2017,4.865
Saturday 4 November 2017,4.8639
Friday 3 November 2017,4.8639
Thursday 2 November 2017,4.8628
Wednesday 1 November 2017,4.8526
Tuesday 31 October 2017,4.87
Monday 30 October 2017,4.8853
Sunday 29 October 2017,4.8698
Saturday 28 October 2017,4.873
Friday 27 October 2017,4.873
Thursday 26 October 2017,4.856
Wednesday 25 October 2017,4.8815
Tuesday 24 October 2017,4.8705
Monday 23 October 2017,4.8772
Sunday 22 October 2017,4.8616
Saturday 21 October 2017,4.8634
Friday 20 October 2017,4.8634
Thursday 19 October 2017,4.8754
Wednesday 18 October 2017,4.8838
Tuesday 17 October 2017,4.8869
Monday 16 October 2017,4.8733
Sunday 15 October 2017,4.8734
Saturday 14 October 2017,4.8768
Friday 13 October 2017,4.8768
Thursday 12 October 2017,4.8719
Wednesday 11 October 2017,4.8681
Tuesday 10 October 2017,4.8452
Monday 9 October 2017,4.8594
Sunday 8 October 2017,4.875
Saturday 7 October 2017,4.8765
Friday 6 October 2017,4.8765
Thursday 5 October 2017,4.8766
Wednesday 4 October 2017,4.8877
Tuesday 3 October 2017,4.8854
Monday 2 October 2017,4.8879
Sunday 1 October 2017,4.9016
Saturday 30 September 2017,4.9009
Friday 29 September 2017,4.9009
Thursday 28 September 2017,4.9066
Wednesday 27 September 2017,4.8837
Tuesday 26 September 2017,4.9006
Monday 25 September 2017,4.9002
Sunday 24 September 2017,4.8912
Saturday 23 September 2017,4.8981
Friday 22 September 2017,4.8981
Thursday 21 September 2017,4.881
Wednesday 20 September 2017,4.8735
Tuesday 19 September 2017,4.8889
Monday 18 September 2017,4.8782
Sunday 17 September 2017,4.87
Saturday 16 September 2017,4.8702
Friday 15 September 2017,4.8702
Thursday 14 September 2017,4.8689
Wednesday 13 September 2017,4.8455
Tuesday 12 September 2017,4.8502
Monday 11 September 2017,4.8511
Sunday 10 September 2017,4.8288
Saturday 9 September 2017,4.8308
Friday 8 September 2017,4.8308
Thursday 7 September 2017,4.8391
Wednesday 6 September 2017,4.8326
Tuesday 5 September 2017,4.8307
Monday 4 September 2017,4.8135
Sunday 3 September 2017,4.8315
Saturday 2 September 2017,4.8373
Friday 1 September 2017,4.8373
Thursday 31 August 2017,4.8591
Wednesday 30 August 2017,4.858
Tuesday 29 August 2017,4.8699
Monday 28 August 2017,4.875
Sunday 27 August 2017,4.9049
Saturday 26 August 2017,4.905
Friday 25 August 2017,4.905
Thursday 24 August 2017,4.8923
Wednesday 23 August 2017,4.8944
Tuesday 22 August 2017,4.8896
Monday 21 August 2017,4.898
Sunday 20 August 2017,4.8917
Saturday 19 August 2017,4.8945
Friday 18 August 2017,4.8945
Thursday 17 August 2017,4.8858
Wednesday 16 August 2017,4.908
Tuesday 15 August 2017,4.8902
Monday 14 August 2017,4.8929
Sunday 13 August 2017,4.9003
Saturday 12 August 2017,4.8954
Friday 11 August 2017,4.8954
Thursday 10 August 2017,4.873
Wednesday 9 August 2017,4.8948
Tuesday 8 August 2017,4.92
Monday 7 August 2017,4.9318
Sunday 6 August 2017,4.9456
Saturday 5 August 2017,4.9442
Friday 4 August 2017,4.9442
Thursday 3 August 2017,4.9444
Wednesday 2 August 2017,4.9439
Tuesday 1 August 2017,4.9439
Monday 31 July 2017,4.96
Sunday 30 July 2017,4.9665
Saturday 29 July 2017,4.9657
Friday 28 July 2017,4.9657
Thursday 27 July 2017,4.9627
Wednesday 26 July 2017,4.9797
Tuesday 25 July 2017,4.9554
Monday 24 July 2017,4.9552
Sunday 23 July 2017,4.9666
Saturday 22 July 2017,4.9666
Friday 21 July 2017,4.9666
Thursday 20 July 2017,4.9455
Wednesday 19 July 2017,4.9335
Tuesday 18 July 2017,4.9349
Monday 17 July 2017,4.9389
Sunday 16 July 2017,4.94
Saturday 15 July 2017,4.9394
Friday 14 July 2017,4.9394
Thursday 13 July 2017,4.9326
Wednesday 12 July 2017,4.9261
Tuesday 11 July 2017,4.9234
Monday 10 July 2017,4.9129
Sunday 9 July 2017,4.9226
Saturday 8 July 2017,4.9246
Friday 7 July 2017,4.9246
Thursday 6 July 2017,4.9194
Wednesday 5 July 2017,4.9279
Tuesday 4 July 2017,4.919
Monday 3 July 2017,4.919
Sunday 2 July 2017,4.926
Saturday 1 July 2017,4.927
Friday 30 June 2017,4.927
Thursday 29 June 2017,4.9217
Wednesday 28 June 2017,4.9198
Tuesday 27 June 2017,4.9136
Monday 26 June 2017,4.9251
Sunday 25 June 2017,4.9282
Saturday 24 June 2017,4.9276
Friday 23 June 2017,4.9276
Thursday 22 June 2017,4.9161
Wednesday 21 June 2017,4.916
Tuesday 20 June 2017,4.916
Monday 19 June 2017,4.9144
Sunday 18 June 2017,4.922
Saturday 17 June 2017,4.9244
Friday 16 June 2017,4.9244
Thursday 15 June 2017,4.9215
Wednesday 14 June 2017,4.9362
Tuesday 13 June 2017,4.9208
Monday 12 June 2017,4.9111
Sunday 11 June 2017,4.9093
Saturday 10 June 2017,4.9102
Friday 9 June 2017,4.9102
Thursday 8 June 2017,4.9205
Wednesday 7 June 2017,4.916
Tuesday 6 June 2017,4.9278
Monday 5 June 2017,4.9245
Sunday 4 June 2017,4.931
Saturday 3 June 2017,4.9336
Friday 2 June 2017,4.9336
Thursday 1 June 2017,4.9105
Wednesday 31 May 2017,4.9215
Tuesday 30 May 2017,4.9464
Monday 29 May 2017,4.9425
Sunday 28 May 2017,4.9581
Saturday 27 May 2017,4.9614
Friday 26 May 2017,4.9614
Thursday 25 May 2017,4.9538
Wednesday 24 May 2017,4.9763
Tuesday 23 May 2017,4.9564
Monday 22 May 2017,4.9662
Sunday 21 May 2017,4.9672
Saturday 20 May 2017,4.9675
Friday 19 May 2017,4.9675
Thursday 18 May 2017,4.9455
Wednesday 17 May 2017,4.9495
Tuesday 16 May 2017,4.9388
Monday 15 May 2017,4.9317
Sunday 14 May 2017,4.9139
Saturday 13 May 2017,4.914
Friday 12 May 2017,4.914
Thursday 11 May 2017,4.9036
Wednesday 10 May 2017,4.8893
Tuesday 9 May 2017,4.8985
Monday 8 May 2017,4.9109
Sunday 7 May 2017,4.9114
Saturday 6 May 2017,4.9139
Friday 5 May 2017,4.9139
Thursday 4 May 2017,4.9236
Wednesday 3 May 2017,4.9379
Tuesday 2 May 2017,4.9492
Monday 1 May 2017,4.9366
Sunday 30 April 2017,4.9337
Saturday 29 April 2017,4.9341
Friday 28 April 2017,4.9341
Thursday 27 April 2017,4.9399
Wednesday 26 April 2017,4.9386
Tuesday 25 April 2017,4.9394
Monday 24 April 2017,4.9442
Sunday 23 April 2017,4.9419
Saturday 22 April 2017,4.9295
Friday 21 April 2017,4.9295
Thursday 20 April 2017,4.9226
Wednesday 19 April 2017,4.9279
Tuesday 18 April 2017,4.9312
Monday 17 April 2017,4.9221
Sunday 16 April 2017,4.9286
Saturday 15 April 2017,4.926
Friday 14 April 2017,4.926
Thursday 13 April 2017,4.9277
Wednesday 12 April 2017,4.9351
Tuesday 11 April 2017,4.911
Monday 10 April 2017,4.9158
Sunday 9 April 2017,4.9094
Saturday 8 April 2017,4.9116
Friday 7 April 2017,4.9116
Thursday 6 April 2017,4.9185
Wednesday 5 April 2017,4.9252
Tuesday 4 April 2017,4.9263
Monday 3 April 2017,4.93
Sunday 2 April 2017,4.9296
Sunday 2 April 2017,4.9296
Saturday 1 April 2017,4.9283
Friday 31 March 2017,4.9283
Thursday 30 March 2017,4.9283
Wednesday 29 March 2017,4.9418
Wednesday 29 March 2017,4.9418
Tuesday 28 March 2017,4.9302
Monday 27 March 2017,4.9308
Sunday 26 March 2017,4.9312
Saturday 25 March 2017,4.9212
Friday 24 March 2017,4.9212
Thursday 23 March 2017,4.9196
Wednesday 22 March 2017,4.9182
Wednesday 22 March 2017,4.9182
Tuesday 21 March 2017,4.9176
Monday 20 March 2017,4.9448
Sunday 19 March 2017,4.9254
Saturday 18 March 2017,4.9239
Friday 17 March 2017,4.9239
Thursday 16 March 2017,4.9222
Wednesday 15 March 2017,4.9332
Tuesday 14 March 2017,4.8861
Monday 13 March 2017,4.8849
Sunday 12 March 2017,4.8919
Saturday 11 March 2017,4.8908
Friday 10 March 2017,4.8908
Thursday 9 March 2017,4.8629
Wednesday 8 March 2017,4.8774
Tuesday 7 March 2017,4.8933
Monday 6 March 2017,4.8828
Sunday 5 March 2017,4.894
Saturday 4 March 2017,4.8889
Friday 3 March 2017,4.8889
Thursday 2 March 2017,4.8785
Wednesday 1 March 2017,4.8729
Tuesday 28 February 2017,4.8826
Monday 27 February 2017,4.8891
Sunday 26 February 2017,4.8866
Saturday 25 February 2017,4.8889
Friday 24 February 2017,4.8889
Thursday 23 February 2017,4.8764
Wednesday 22 February 2017,4.8626
Tuesday 21 February 2017,4.8468
Monday 20 February 2017,4.8478
Sunday 19 February 2017,4.8407
Saturday 18 February 2017,4.8391
Friday 17 February 2017,4.8391
Thursday 16 February 2017,4.8379
Wednesday 15 February 2017,4.8447
Tuesday 14 February 2017,4.8358
Monday 13 February 2017,4.8349
Sunday 12 February 2017,4.8327
Saturday 11 February 2017,4.8431
Friday 10 February 2017,4.8431
Thursday 9 February 2017,4.831
Wednesday 8 February 2017,4.8515
Tuesday 7 February 2017,4.8528
Monday 6 February 2017,4.8661
Sunday 5 February 2017,4.8792
Saturday 4 February 2017,4.8716
Friday 3 February 2017,4.8716
Thursday 2 February 2017,4.8738
Wednesday 1 February 2017,4.8691
Tuesday 31 January 2017,4.882
Monday 30 January 2017,4.8447
Sunday 29 January 2017,4.8176
Saturday 28 January 2017,4.8063
Friday 27 January 2017,4.8063
Thursday 26 January 2017,4.8241
Wednesday 25 January 2017,4.8705
Tuesday 24 January 2017,4.8265
Monday 23 January 2017,4.8337
Sunday 22 January 2017,4.8404
Saturday 21 January 2017,4.8209
Friday 20 January 2017,4.8209
Thursday 19 January 2017,4.8191
Wednesday 18 January 2017,4.7845
Tuesday 17 January 2017,4.8324
Monday 16 January 2017,4.826
Sunday 15 January 2017,4.8321
Saturday 14 January 2017,4.8321
Friday 13 January 2017,4.8321
Thursday 12 January 2017,4.8327
Wednesday 11 January 2017,4.8655
Tuesday 10 January 2017,4.8159
Monday 9 January 2017,4.835
Sunday 8 January 2017,4.8092
Saturday 7 January 2017,4.8096
Friday 6 January 2017,4.8096
Thursday 5 January 2017,4.8228
Wednesday 4 January 2017,4.8204
Tuesday 3 January 2017,4.8046
Monday 2 January 2017,4.7854
Sunday 1 January 2017,4.8013
Saturday 31 December 2016,4.8013
Friday 30 December 2016,4.8013
Thursday 29 December 2016,4.8085
Wednesday 28 December 2016,4.7977
Tuesday 27 December 2016,4.7958
Monday 26 December 2016,4.8003
Sunday 25 December 2016,4.8
Saturday 24 December 2016,4.7992
Friday 23 December 2016,4.7992
Thursday 22 December 2016,4.7932
Wednesday 21 December 2016,4.804
Tuesday 20 December 2016,4.812
Monday 19 December 2016,4.8024
Sunday 18 December 2016,4.8177
Saturday 17 December 2016,4.8159
Friday 16 December 2016,4.8159
Thursday 15 December 2016,4.8119
Wednesday 14 December 2016,4.8
Tuesday 13 December 2016,4.8446
Monday 12 December 2016,4.849
Sunday 11 December 2016,4.8245
Saturday 10 December 2016,4.8268
Friday 9 December 2016,4.8268
Thursday 8 December 2016,4.8346
Wednesday 7 December 2016,4.8569
Tuesday 6 December 2016,4.8453
Monday 5 December 2016,4.8483
Sunday 4 December 2016,4.8348
Saturday 3 December 2016,4.853
Friday 2 December 2016,4.853
Thursday 1 December 2016,4.8317
Wednesday 30 November 2016,4.801
Tuesday 29 November 2016,4.8406
Monday 28 November 2016,4.8551
Sunday 27 November 2016,4.8539
Saturday 26 November 2016,4.8467
Friday 25 November 2016,4.8467
Thursday 24 November 2016,4.8322
Wednesday 23 November 2016,4.831
Tuesday 22 November 2016,4.8408
Monday 21 November 2016,4.8465
Sunday 20 November 2016,4.8262
Saturday 19 November 2016,4.8294
Friday 18 November 2016,4.8294
Thursday 17 November 2016,4.8321
Wednesday 16 November 2016,4.8661
Tuesday 15 November 2016,4.8493
Monday 14 November 2016,4.8425
Sunday 13 November 2016,4.816
Saturday 12 November 2016,4.8223
Friday 11 November 2016,4.8223
Thursday 10 November 2016,4.8202
Wednesday 9 November 2016,4.8466
Tuesday 8 November 2016,4.8917
Monday 7 November 2016,4.8763
Sunday 6 November 2016,4.8737
Saturday 5 November 2016,4.8841
Friday 4 November 2016,4.8841
Thursday 3 November 2016,4.8864
Wednesday 2 November 2016,4.8803
Tuesday 1 November 2016,4.8714
Monday 31 October 2016,4.8688
Sunday 30 October 2016,4.8737
Saturday 29 October 2016,4.8701
Friday 28 October 2016,4.8701
Thursday 27 October 2016,4.8637
Wednesday 26 October 2016,4.8684
Tuesday 25 October 2016,4.8799
Monday 24 October 2016,4.8605
Sunday 23 October 2016,4.8564
Saturday 22 October 2016,4.8541
Friday 21 October 2016,4.8541
Thursday 20 October 2016,4.849
Wednesday 19 October 2016,4.8605
Tuesday 18 October 2016,4.8622
Monday 17 October 2016,4.8521
Monday 17 October 2016,4.8521
Sunday 16 October 2016,4.8385
Saturday 15 October 2016,4.8398
Friday 14 October 2016,4.8398
Thursday 13 October 2016,4.8696
Wednesday 12 October 2016,4.8546
Tuesday 11 October 2016,4.8776
Monday 10 October 2016,4.8778
Sunday 9 October 2016,4.8589
Saturday 8 October 2016,4.8585
Friday 7 October 2016,4.8585
Thursday 6 October 2016,4.8595
Wednesday 5 October 2016,4.8712
Tuesday 4 October 2016,4.8673
Monday 3 October 2016,4.8886
Sunday 2 October 2016,4.8924
Saturday 1 October 2016,4.8957
Friday 30 September 2016,4.8957
Thursday 29 September 2016,4.8861
Wednesday 28 September 2016,4.9114
Tuesday 27 September 2016,4.906
Monday 26 September 2016,4.9026
Sunday 25 September 2016,4.905
Saturday 24 September 2016,4.9053
Friday 23 September 2016,4.9053
Thursday 22 September 2016,4.9149
Wednesday 21 September 2016,4.9297
Tuesday 20 September 2016,4.9005
Monday 19 September 2016,4.8961
Sunday 18 September 2016,4.878
Saturday 17 September 2016,4.8779
Friday 16 September 2016,4.8779
Thursday 15 September 2016,4.9001
Wednesday 14 September 2016,4.8963
Tuesday 13 September 2016,4.8858
Monday 12 September 2016,4.9244
Sunday 11 September 2016,4.9101
Saturday 10 September 2016,4.9153
Friday 9 September 2016,4.9153
Thursday 8 September 2016,4.9329
Wednesday 7 September 2016,4.9476
Tuesday 6 September 2016,4.9531
Monday 5 September 2016,4.9195
Sunday 4 September 2016,4.9053
Saturday 3 September 2016,4.9052
Friday 2 September 2016,4.9052
Thursday 1 September 2016,4.9064
Wednesday 31 August 2016,4.8991
Tuesday 30 August 2016,4.8925
