Date,Singapore Dollar to Chinese Yuan
Thursday 4 April 2013,5.001
Wednesday 3 April 2013,5.0063
Tuesday 2 April 2013,5.0021
Monday 1 April 2013,5.0085
Sunday 31 March 2013,5.0038
Saturday 30 March 2013,5.0073
Friday 29 March 2013,5.0073
Thursday 28 March 2013,5.0089
Wednesday 27 March 2013,5.0015
Tuesday 26 March 2013,5.0049
Monday 25 March 2013,4.9919
Sunday 24 March 2013,4.9831
Saturday 23 March 2013,4.9765
Friday 22 March 2013,4.9765
Thursday 21 March 2013,4.9746
Wednesday 20 March 2013,4.9654
Tuesday 19 March 2013,4.9667
Monday 18 March 2013,4.9753
Sunday 17 March 2013,4.9656
Saturday 16 March 2013,4.9804
Friday 15 March 2013,4.9804
Thursday 14 March 2013,4.9751
Wednesday 13 March 2013,4.9764
Tuesday 12 March 2013,4.9858
Monday 11 March 2013,4.9788
Sunday 10 March 2013,4.9774
Saturday 9 March 2013,4.9803
Friday 8 March 2013,4.9803
Thursday 7 March 2013,4.9957
Wednesday 6 March 2013,4.9819
Tuesday 5 March 2013,4.9969
Monday 4 March 2013,5.0006
Sunday 3 March 2013,5.0065
Saturday 2 March 2013,5.0163
Friday 1 March 2013,5.0163
Thursday 28 February 2013,5.0256
Wednesday 27 February 2013,5.0363
Tuesday 26 February 2013,5.029
Monday 25 February 2013,5.0285
Sunday 24 February 2013,5.0302
Saturday 23 February 2013,5.0386
Friday 22 February 2013,5.0386
Thursday 21 February 2013,5.0313
Wednesday 20 February 2013,5.0292
Tuesday 19 February 2013,5.0468
Monday 18 February 2013,5.0389
Sunday 17 February 2013,5.0339
Saturday 16 February 2013,5.038
Friday 15 February 2013,5.038
Thursday 14 February 2013,5.0453
Wednesday 13 February 2013,5.0442
Tuesday 12 February 2013,5.031
Monday 11 February 2013,5.0194
Sunday 10 February 2013,5.0353
Saturday 9 February 2013,5.0342
Friday 8 February 2013,5.0342
Thursday 7 February 2013,5.0277
Wednesday 6 February 2013,5.0286
Tuesday 5 February 2013,5.0359
Monday 4 February 2013,5.0306
Sunday 3 February 2013,5.0143
Saturday 2 February 2013,5.0143
Friday 1 February 2013,5.0143
Thursday 31 January 2013,5.0257
Wednesday 30 January 2013,5.0323
Tuesday 29 January 2013,5.0414
Monday 28 January 2013,5.0254
Sunday 27 January 2013,5.0316
Saturday 26 January 2013,5.0377
Friday 25 January 2013,5.0377
Thursday 24 January 2013,5.0526
Wednesday 23 January 2013,5.0674
Tuesday 22 January 2013,5.0675
Monday 21 January 2013,5.0628
Sunday 20 January 2013,5.0645
Saturday 19 January 2013,5.0625
Friday 18 January 2013,5.0625
Thursday 17 January 2013,5.0799
Wednesday 16 January 2013,5.0806
Tuesday 15 January 2013,5.0744
Monday 14 January 2013,5.075
Sunday 13 January 2013,5.0649
Saturday 12 January 2013,5.083
Friday 11 January 2013,5.0742
Thursday 10 January 2013,5.0899
Wednesday 9 January 2013,5.0683
Tuesday 8 January 2013,5.0674
Monday 7 January 2013,5.0682
Sunday 6 January 2013,5.0783
Saturday 5 January 2013,5.0758
Friday 4 January 2013,5.0758
Thursday 3 January 2013,5.0765
Wednesday 2 January 2013,5.1016
Tuesday 1 January 2013,5.1002
Monday 31 December 2012,5.0999
Sunday 30 December 2012,5.0949
Saturday 29 December 2012,5.0919
Friday 28 December 2012,5.0919
Thursday 27 December 2012,5.0988
Wednesday 26 December 2012,5.0946
Tuesday 25 December 2012,5.1022
Monday 24 December 2012,5.1033
Sunday 23 December 2012,5.11
Saturday 22 December 2012,5.1127
Friday 21 December 2012,5.1127
Thursday 20 December 2012,5.1223
Wednesday 19 December 2012,5.1153
Tuesday 18 December 2012,5.1253
Monday 17 December 2012,5.1164
Sunday 16 December 2012,5.1148
Saturday 15 December 2012,5.1191
Friday 14 December 2012,5.1191
Thursday 13 December 2012,5.1025
Wednesday 12 December 2012,5.1216
Tuesday 11 December 2012,5.117
Monday 10 December 2012,5.0976
Sunday 9 December 2012,5.1031
Saturday 8 December 2012,5.1029
Friday 7 December 2012,5.1029
Thursday 6 December 2012,5.1029
Wednesday 5 December 2012,5.1086
Tuesday 4 December 2012,5.1125
Monday 3 December 2012,5.1128
Sunday 2 December 2012,5.1027
Saturday 1 December 2012,5.1012
Friday 30 November 2012,5.1012
Thursday 29 November 2012,5.1004
Wednesday 28 November 2012,5.0932
Tuesday 27 November 2012,5.0892
Monday 26 November 2012,5.097
Sunday 25 November 2012,5.0961
Saturday 24 November 2012,5.0944
Friday 23 November 2012,5.0944
Thursday 22 November 2012,5.0851
Wednesday 21 November 2012,5.0885
Tuesday 20 November 2012,5.0905
Monday 19 November 2012,5.0903
Sunday 18 November 2012,5.0856
Saturday 17 November 2012,5.0803
Friday 16 November 2012,5.0803
Thursday 15 November 2012,5.0921
Wednesday 14 November 2012,5.087
Tuesday 13 November 2012,5.0914
Monday 12 November 2012,5.0945
Sunday 11 November 2012,5.1026
Saturday 10 November 2012,5.0998
Friday 9 November 2012,5.0998
Thursday 8 November 2012,5.0968
Wednesday 7 November 2012,5.1019
Tuesday 6 November 2012,5.1056
Monday 5 November 2012,5.1018
Sunday 4 November 2012,5.0972
Saturday 3 November 2012,5.0957
Friday 2 November 2012,5.0957
Thursday 1 November 2012,5.1127
Wednesday 31 October 2012,5.1115
Tuesday 30 October 2012,5.1174
Monday 29 October 2012,5.1118
Sunday 28 October 2012,5.1146
Saturday 27 October 2012,5.1191
Friday 26 October 2012,5.1191
Thursday 25 October 2012,5.1133
Wednesday 24 October 2012,5.1133
Tuesday 23 October 2012,5.0995
Monday 22 October 2012,5.1223
Sunday 21 October 2012,5.118
Saturday 20 October 2012,5.1194
Friday 19 October 2012,5.1194
Thursday 18 October 2012,5.1291
Wednesday 17 October 2012,5.1396
Tuesday 16 October 2012,5.14
Monday 15 October 2012,5.1311
Sunday 14 October 2012,5.1257
Saturday 13 October 2012,5.1269
Friday 12 October 2012,5.1269
Thursday 11 October 2012,5.1094
Wednesday 10 October 2012,5.1067
Tuesday 9 October 2012,5.1068
Monday 8 October 2012,5.1092
Sunday 7 October 2012,5.1126
Saturday 6 October 2012,5.1117
Friday 5 October 2012,5.1117
Thursday 4 October 2012,5.114
Wednesday 3 October 2012,5.1058
Tuesday 2 October 2012,5.1051
Monday 1 October 2012,5.1099
Sunday 30 September 2012,5.117
Saturday 29 September 2012,5.1204
Friday 28 September 2012,5.1204
Thursday 27 September 2012,5.1414
Wednesday 26 September 2012,5.1175
Tuesday 25 September 2012,5.1316
Monday 24 September 2012,5.1383
Sunday 23 September 2012,5.1488
Saturday 22 September 2012,5.148
Friday 21 September 2012,5.148
Thursday 20 September 2012,5.1486
Wednesday 19 September 2012,5.1549
Tuesday 18 September 2012,5.1536
Monday 17 September 2012,5.1598
Sunday 16 September 2012,5.1736
Saturday 15 September 2012,5.1753
Friday 14 September 2012,5.1753
Thursday 13 September 2012,5.1688
Wednesday 12 September 2012,5.1466
Tuesday 11 September 2012,5.1516
Monday 10 September 2012,5.1239
Sunday 9 September 2012,5.1356
Saturday 8 September 2012,5.1312
Friday 7 September 2012,5.1312
Thursday 6 September 2012,5.103
Wednesday 5 September 2012,5.0888
Tuesday 4 September 2012,5.0909
Monday 3 September 2012,5.091
Sunday 2 September 2012,5.0866
Saturday 1 September 2012,5.0878
Friday 31 August 2012,5.0878
Thursday 30 August 2012,5.0665
Wednesday 29 August 2012,5.0668
Tuesday 28 August 2012,5.0701
Monday 27 August 2012,5.0745
Sunday 26 August 2012,5.0818
Saturday 25 August 2012,5.0812
Friday 24 August 2012,5.0812
Thursday 23 August 2012,5.0924
Wednesday 22 August 2012,5.0913
Tuesday 21 August 2012,5.0849
Monday 20 August 2012,5.0761
Sunday 19 August 2012,5.0728
Saturday 18 August 2012,5.0722
Friday 17 August 2012,5.0722
Thursday 16 August 2012,5.0937
Wednesday 15 August 2012,5.0908
Tuesday 14 August 2012,5.1002
Monday 13 August 2012,5.1053
Sunday 12 August 2012,5.1102
Saturday 11 August 2012,5.1122
Friday 10 August 2012,5.1122
Thursday 9 August 2012,5.1096
Wednesday 8 August 2012,5.1088
Tuesday 7 August 2012,5.1256
Monday 6 August 2012,5.135
Sunday 5 August 2012,5.1313
Saturday 4 August 2012,5.1303
Friday 3 August 2012,5.1303
Thursday 2 August 2012,5.097
Wednesday 1 August 2012,5.1045
Tuesday 31 July 2012,5.1094
Monday 30 July 2012,5.1173
Sunday 29 July 2012,5.1161
Saturday 28 July 2012,5.1153
Friday 27 July 2012,5.1153
Thursday 26 July 2012,5.103
Wednesday 25 July 2012,5.0874
Tuesday 24 July 2012,5.0584
Monday 23 July 2012,5.0621
Sunday 22 July 2012,5.0675
Saturday 21 July 2012,5.074
Friday 20 July 2012,5.074
Thursday 19 July 2012,5.0831
Wednesday 18 July 2012,5.0645
Tuesday 17 July 2012,5.0543
Monday 16 July 2012,5.0454
Sunday 15 July 2012,5.0459
Saturday 14 July 2012,5.0433
Friday 13 July 2012,5.0433
Thursday 12 July 2012,5.0221
Wednesday 11 July 2012,5.04
Tuesday 10 July 2012,5.0169
Monday 9 July 2012,5.016
Sunday 8 July 2012,4.9996
Saturday 7 July 2012,5.0075
Friday 6 July 2012,5.0075
Thursday 5 July 2012,5.0271
Wednesday 4 July 2012,5.0095
Tuesday 3 July 2012,5.0297
Monday 2 July 2012,5.0081
Sunday 1 July 2012,5.0167
Saturday 30 June 2012,5.0212
Friday 29 June 2012,5.0212
Thursday 28 June 2012,4.9609
Wednesday 27 June 2012,4.9827
Tuesday 26 June 2012,4.9798
Monday 25 June 2012,4.966
Sunday 24 June 2012,4.9803
Saturday 23 June 2012,4.9889
Friday 22 June 2012,4.9889
Thursday 21 June 2012,4.9792
Wednesday 20 June 2012,5.0119
Tuesday 19 June 2012,5.018
Monday 18 June 2012,5.0077
Sunday 17 June 2012,5.01
Saturday 16 June 2012,5.01
Friday 15 June 2012,5.01
Thursday 14 June 2012,4.9835
Wednesday 13 June 2012,4.9719
Tuesday 12 June 2012,4.9715
Monday 11 June 2012,4.9509
Sunday 10 June 2012,4.9933
Saturday 9 June 2012,4.9645
Friday 8 June 2012,4.9645
Thursday 7 June 2012,4.9815
Wednesday 6 June 2012,4.9953
Tuesday 5 June 2012,4.9488
Monday 4 June 2012,4.9466
Sunday 3 June 2012,4.9279
Saturday 2 June 2012,4.9274
Friday 1 June 2012,4.9274
Thursday 31 May 2012,4.9438
Wednesday 30 May 2012,4.9331
Tuesday 29 May 2012,4.9634
Monday 28 May 2012,4.9682
Sunday 27 May 2012,4.9734
Saturday 26 May 2012,4.9503
Friday 25 May 2012,4.9503
Thursday 24 May 2012,4.9696
Wednesday 23 May 2012,4.9657
Tuesday 22 May 2012,4.9567
Monday 21 May 2012,4.9861
Sunday 20 May 2012,4.9642
Saturday 19 May 2012,4.9625
Friday 18 May 2012,4.9625
Thursday 17 May 2012,4.9721
Wednesday 16 May 2012,4.9881
Tuesday 15 May 2012,5.0074
Monday 14 May 2012,5.0247
Sunday 13 May 2012,5.0356
Saturday 12 May 2012,5.0372
Friday 11 May 2012,5.0372
Thursday 10 May 2012,5.0447
Wednesday 9 May 2012,5.0346
Tuesday 8 May 2012,5.0534
Monday 7 May 2012,5.0643
Sunday 6 May 2012,5.042
Saturday 5 May 2012,5.0668
Friday 4 May 2012,5.0668
Thursday 3 May 2012,5.0705
Wednesday 2 May 2012,5.0859
Tuesday 1 May 2012,5.1039
Monday 30 April 2012,5.1002
Sunday 29 April 2012,5.0986
Saturday 28 April 2012,5.0996
Friday 27 April 2012,5.0996
Thursday 26 April 2012,5.0772
Wednesday 25 April 2012,5.0717
Tuesday 24 April 2012,5.0636
Monday 23 April 2012,5.056
Sunday 22 April 2012,5.0512
Saturday 21 April 2012,5.0531
Friday 20 April 2012,5.0531
Thursday 19 April 2012,5.0397
Wednesday 18 April 2012,5.0377
Tuesday 17 April 2012,5.049
Monday 16 April 2012,5.054
Sunday 15 April 2012,5.0546
Saturday 14 April 2012,5.05
Friday 13 April 2012,5.05
Thursday 12 April 2012,5.0364
Wednesday 11 April 2012,5.015
Tuesday 10 April 2012,4.998
Monday 9 April 2012,5.0045
Sunday 8 April 2012,4.9991
Saturday 7 April 2012,5.002
Friday 6 April 2012,5.002
Thursday 5 April 2012,5.0114
Wednesday 4 April 2012,5.0036
Tuesday 3 April 2012,5.0156
Monday 2 April 2012,5.0255
Sunday 1 April 2012,5.0074
Saturday 31 March 2012,5.0074
Friday 30 March 2012,5.0074
Thursday 29 March 2012,5.0134
Wednesday 28 March 2012,5.0135
Tuesday 27 March 2012,5.016
Monday 26 March 2012,5.0234
Sunday 25 March 2012,5.0018
Saturday 24 March 2012,5.0002
Friday 23 March 2012,5.0002
Thursday 22 March 2012,4.9824
Wednesday 21 March 2012,5.0001
Tuesday 20 March 2012,5.0048
Monday 19 March 2012,5.0306
Sunday 18 March 2012,5.0293
Saturday 17 March 2012,5.027
Friday 16 March 2012,5.027
Thursday 15 March 2012,5.0058
Wednesday 14 March 2012,4.9898
Tuesday 13 March 2012,5.0264
Monday 12 March 2012,5.0336
Sunday 11 March 2012,5.0209
Saturday 10 March 2012,5.0312
Friday 9 March 2012,5.0312
Thursday 8 March 2012,5.0471
Wednesday 7 March 2012,5.0097
Tuesday 6 March 2012,4.9934
Monday 5 March 2012,5.0184
Sunday 4 March 2012,5.0223
Saturday 3 March 2012,5.03
Friday 2 March 2012,5.03
Thursday 1 March 2012,5.0474
Wednesday 29 February 2012,5.0292
Tuesday 28 February 2012,5.0479
Monday 27 February 2012,5.0218
Sunday 26 February 2012,5.0175
Saturday 25 February 2012,5.0155
Friday 24 February 2012,5.0155
Thursday 23 February 2012,5.0316
Wednesday 22 February 2012,5.0074
Tuesday 21 February 2012,5.0119
Monday 20 February 2012,5.0219
Sunday 19 February 2012,5.0378
Saturday 18 February 2012,5.0034
Friday 17 February 2012,5.0034
Thursday 16 February 2012,4.995
Wednesday 15 February 2012,4.9813
Tuesday 14 February 2012,4.9839
Monday 13 February 2012,5.003
Sunday 12 February 2012,5.0153
Saturday 11 February 2012,4.9945
Friday 10 February 2012,4.9945
Thursday 9 February 2012,5.0426
Wednesday 8 February 2012,5.0499
Tuesday 7 February 2012,5.0604
Monday 6 February 2012,5.0531
Sunday 5 February 2012,5.068
Saturday 4 February 2012,5.0744
Friday 3 February 2012,5.0744
Thursday 2 February 2012,5.0508
Wednesday 1 February 2012,5.0448
Tuesday 31 January 2012,5.0142
Monday 30 January 2012,5.0337
Sunday 29 January 2012,5.0607
Saturday 28 January 2012,5.0622
Friday 27 January 2012,5.0622
Thursday 26 January 2012,5.0325
Wednesday 25 January 2012,5.0265
Tuesday 24 January 2012,4.9991
Monday 23 January 2012,4.997
Sunday 22 January 2012,4.9747
Saturday 21 January 2012,4.9805
Friday 20 January 2012,4.9805
Thursday 19 January 2012,4.9652
Thursday 19 January 2012,4.9652
Thursday 19 January 2012,4.9652
Wednesday 18 January 2012,4.9423
Wednesday 18 January 2012,4.9423
Tuesday 17 January 2012,4.9155
Monday 16 January 2012,4.892
Sunday 15 January 2012,4.8761
Saturday 14 January 2012,4.8787
Friday 13 January 2012,4.8787
Friday 13 January 2012,4.8787
Thursday 12 January 2012,4.8999
Wednesday 11 January 2012,4.8928
Tuesday 10 January 2012,4.895
Monday 9 January 2012,4.8772
Sunday 8 January 2012,4.8663
Saturday 7 January 2012,4.8732
Friday 6 January 2012,4.8732
Thursday 5 January 2012,4.8782
Wednesday 4 January 2012,4.8855
Tuesday 3 January 2012,4.9014
Tuesday 3 January 2012,4.9014
Monday 2 January 2012,4.8539
Sunday 1 January 2012,4.8488
Saturday 31 December 2011,4.8547
Friday 30 December 2011,4.8554
Thursday 29 December 2011,4.8635
Thursday 29 December 2011,4.8635
Wednesday 28 December 2011,4.8622
Tuesday 27 December 2011,4.8763
Monday 26 December 2011,4.8909
Sunday 25 December 2011,4.899
Saturday 24 December 2011,4.8983
Friday 23 December 2011,4.8975
Thursday 22 December 2011,4.8992
Wednesday 21 December 2011,4.8918
Wednesday 21 December 2011,4.8918
Tuesday 20 December 2011,4.8874
Monday 19 December 2011,4.8452
Sunday 18 December 2011,4.8712
Saturday 17 December 2011,4.8596
Friday 16 December 2011,4.8596
Thursday 15 December 2011,4.8798
Wednesday 14 December 2011,4.8643
Tuesday 13 December 2011,4.8705
Monday 12 December 2011,4.8809
Sunday 11 December 2011,4.9194
Saturday 10 December 2011,4.9225
Friday 9 December 2011,4.9225
Thursday 8 December 2011,4.9168
Wednesday 7 December 2011,4.9565
Wednesday 7 December 2011,4.9565
Tuesday 6 December 2011,4.9597
Monday 5 December 2011,4.9607
Sunday 4 December 2011,4.9603
Saturday 3 December 2011,4.9499
Friday 2 December 2011,4.9499
Thursday 1 December 2011,4.9631
Wednesday 30 November 2011,4.9738
Tuesday 29 November 2011,4.9161
Monday 28 November 2011,4.9101
Sunday 27 November 2011,4.8969
Saturday 26 November 2011,4.8589
Friday 25 November 2011,4.8589
Thursday 24 November 2011,4.8593
Wednesday 23 November 2011,4.8523
Tuesday 22 November 2011,4.8918
Monday 21 November 2011,4.8789
Sunday 20 November 2011,4.8935
Saturday 19 November 2011,4.8949
Friday 18 November 2011,4.8949
Thursday 17 November 2011,4.8946
Wednesday 16 November 2011,4.8914
Wednesday 16 November 2011,4.8914
Tuesday 15 November 2011,4.9076
Monday 14 November 2011,4.9261
Sunday 13 November 2011,4.9685
Saturday 12 November 2011,4.9439
Friday 11 November 2011,4.9439
Thursday 10 November 2011,4.9172
Wednesday 9 November 2011,4.92
Tuesday 8 November 2011,5.0081
Monday 7 November 2011,5.0046
Sunday 6 November 2011,5.0039
Saturday 5 November 2011,5.0107
Friday 4 November 2011,5.0107
Thursday 3 November 2011,5.0263
Wednesday 2 November 2011,4.9667
Tuesday 1 November 2011,4.9661
Monday 31 October 2011,5.0698
Sunday 30 October 2011,5.1065
Saturday 29 October 2011,5.1159
Friday 28 October 2011,5.1159
Thursday 27 October 2011,5.1169
Wednesday 26 October 2011,5.0079
Tuesday 25 October 2011,5.03
Monday 24 October 2011,5.0438
Sunday 23 October 2011,5.0101
Saturday 22 October 2011,5.016
Friday 21 October 2011,5.016
Thursday 20 October 2011,5.0164
Wednesday 19 October 2011,5.0334
Tuesday 18 October 2011,5.0255
Monday 17 October 2011,5.0047
Sunday 16 October 2011,5.0411
Saturday 15 October 2011,5.0403
Friday 14 October 2011,5.0403
Thursday 13 October 2011,4.9962
Wednesday 12 October 2011,4.9802
Tuesday 11 October 2011,4.9687
Monday 10 October 2011,4.9748
Sunday 9 October 2011,4.9129
Saturday 8 October 2011,4.9117
Friday 7 October 2011,4.9117
Thursday 6 October 2011,4.905
Wednesday 5 October 2011,4.8995
Tuesday 4 October 2011,4.8776
Monday 3 October 2011,4.8475
Sunday 2 October 2011,4.8791
Saturday 1 October 2011,4.8755
Friday 30 September 2011,4.8755
Thursday 29 September 2011,4.9306
Wednesday 28 September 2011,4.9227
Tuesday 27 September 2011,4.9826
Monday 26 September 2011,4.9473
Sunday 25 September 2011,4.93
Saturday 24 September 2011,4.9229
Friday 23 September 2011,4.9229
Thursday 22 September 2011,4.8985
Wednesday 21 September 2011,4.9529
Tuesday 20 September 2011,5.0618
Monday 19 September 2011,5.049
Sunday 18 September 2011,5.1278
Saturday 17 September 2011,5.1441
Friday 16 September 2011,5.1441
Thursday 15 September 2011,5.1457
Wednesday 14 September 2011,5.1396
Tuesday 13 September 2011,5.1602
Monday 12 September 2011,5.1743
Sunday 11 September 2011,5.1921
Saturday 10 September 2011,5.201
Friday 9 September 2011,5.201
Thursday 8 September 2011,5.2568
Wednesday 7 September 2011,5.2921
Tuesday 6 September 2011,5.2781
Monday 5 September 2011,5.284
Sunday 4 September 2011,5.2954
Saturday 3 September 2011,5.3031
Friday 2 September 2011,5.3031
Thursday 1 September 2011,5.2982
Wednesday 31 August 2011,5.2975
Tuesday 30 August 2011,5.2887
Monday 29 August 2011,5.2964
Sunday 28 August 2011,5.308
Saturday 27 August 2011,5.3087
Friday 26 August 2011,5.3087
Thursday 25 August 2011,5.2775
Thursday 25 August 2011,5.2775
Wednesday 24 August 2011,5.296
Tuesday 23 August 2011,5.3138
Monday 22 August 2011,5.2938
Sunday 21 August 2011,5.2788
Saturday 20 August 2011,5.2818
Friday 19 August 2011,5.2818
Thursday 18 August 2011,5.2477
Wednesday 17 August 2011,5.3118
Tuesday 16 August 2011,5.3152
Monday 15 August 2011,5.3233
Sunday 14 August 2011,5.2856
Saturday 13 August 2011,5.2711
Friday 12 August 2011,5.2711
Thursday 11 August 2011,5.2719
Wednesday 10 August 2011,5.256
Tuesday 9 August 2011,5.3242
Monday 8 August 2011,5.2604
Sunday 7 August 2011,5.3016
Saturday 6 August 2011,5.2914
Friday 5 August 2011,5.2914
Thursday 4 August 2011,5.2446
Wednesday 3 August 2011,5.3376
Tuesday 2 August 2011,5.3267
Monday 1 August 2011,5.3529
Sunday 31 July 2011,5.3509
Saturday 30 July 2011,5.3467
Friday 29 July 2011,5.3467
Thursday 28 July 2011,5.3595
Wednesday 27 July 2011,5.35
Tuesday 26 July 2011,5.3505
Monday 25 July 2011,5.3394
Sunday 24 July 2011,5.336
Saturday 23 July 2011,5.3341
Friday 22 July 2011,5.3341
Thursday 21 July 2011,5.334
Wednesday 20 July 2011,5.3239
Tuesday 19 July 2011,5.318
Monday 18 July 2011,5.316
Sunday 17 July 2011,5.3008
